graph,n,original_edges,spanner_edges,k,stretch,selected_edges,edge_reduction_percent,original_weight,spanner_weight,mst_weight,max_stretch,stretch_violations,runtime_ms,weight_over_mst,allowed_stretch,stretch_utilization,general_size_bound,general_size_bound_ratio,planar_size_bound,planar_size_bound_ratio,family,spanner_edges_over_original,theoretical_general_size_bound,spanner_edges_over_general_bound,spanner_edges_over_planar_bound
random_tree_n150_seed212,150,149,149,3,5.0,149,0.0,7847.0,7847.0,7847.0,1.0,0,1,1.0,5.0,0.2,796.993927,0.186952,223.5,0.666667,tree,1.0,796.993927,0.186952,0.666667
random_tree_n150_seed212,150,149,149,4,7.0,149,0.0,7847.0,7847.0,7847.0,1.0,0,1,1.0,7.0,0.142857,524.945327,0.283839,198.666667,0.75,tree,1.0,524.945327,0.283839,0.75
random_tree_n150_seed212,150,149,149,5,9.0,149,0.0,7847.0,7847.0,7847.0,1.0,0,0,1.0,9.0,0.111111,408.610489,0.36465,186.25,0.8,tree,1.0,408.610489,0.36465,0.8
complete_n30_seed220,30,435,64,1,1.0,64,85.287356,21168.0,490.0,119.0,1.0,0,2,4.117647,1.0,1.0,900.0,0.071111,,,complete,0.1471264367816092,900.0,0.071111,
complete_n30_seed220,30,435,32,2,3.0,32,92.643678,21168.0,142.0,119.0,3.0,0,1,1.193277,3.0,1.0,164.316767,0.194746,,,complete,0.0735632183908046,164.316767,0.194746,
complete_n30_seed220,30,435,29,3,5.0,29,93.333333,21168.0,119.0,119.0,5.0,0,1,1.0,5.0,1.0,93.216975,0.311102,,,complete,0.06666666666666667,93.216975,0.311102,
complete_n30_seed220,30,435,29,4,7.0,29,93.333333,21168.0,119.0,119.0,5.0,0,1,1.0,7.0,0.714286,70.21042,0.413044,,,complete,0.06666666666666667,70.21042,0.413044,
complete_n30_seed220,30,435,29,5,9.0,29,93.333333,21168.0,119.0,119.0,5.0,0,1,1.0,9.0,0.555556,59.230515,0.489612,,,complete,0.06666666666666667,59.230515,0.489612,
complete_n40_seed221,40,780,90,1,1.0,90,88.461538,39011.0,644.0,143.0,1.0,0,5,4.503497,1.0,1.0,1600.0,0.05625,,,complete,0.11538461538461539,1600.0,0.05625,
complete_n40_seed221,40,780,45,2,3.0,45,94.230769,39011.0,169.0,143.0,2.777778,0,3,1.181818,3.0,0.925926,252.982213,0.177878,,,complete,0.057692307692307696,252.982213,0.177878,
complete_n40_seed221,40,780,40,3,5.0,40,94.871795,39011.0,147.0,143.0,4.8,0,2,1.027972,5.0,0.96,136.798076,0.292402,,,complete,0.05128205128205128,136.798076,0.292402,
complete_n40_seed221,40,780,40,4,7.0,40,94.871795,39011.0,148.0,143.0,5.75,0,2,1.034965,7.0,0.821429,100.594674,0.397635,,,complete,0.05128205128205128,100.594674,0.397635,
complete_n40_seed221,40,780,39,5,9.0,39,95.0,39011.0,143.0,143.0,7.4,0,1,1.0,9.0,0.822222,83.651164,0.466222,,,complete,0.05,83.651164,0.466222,
complete_n50_seed222,50,1225,123,1,1.0,123,89.959184,60759.0,619.0,123.0,1.0,0,7,5.03252,1.0,1.0,2500.0,0.0492,,,complete,0.10040816326530612,2500.0,0.0492,
complete_n50_seed222,50,1225,59,2,3.0,59,95.183673,60759.0,157.0,123.0,3.0,0,5,1.276423,3.0,1.0,353.553391,0.166877,,,complete,0.04816326530612245,353.553391,0.166877,
complete_n50_seed222,50,1225,50,3,5.0,50,95.918367,60759.0,126.0,123.0,5.0,0,3,1.02439,5.0,1.0,184.201575,0.271442,,,complete,0.04081632653061224,184.201575,0.271442,
complete_n50_seed222,50,1225,50,4,7.0,50,95.918367,60759.0,127.0,123.0,7.0,0,3,1.03252,7.0,1.0,132.957397,0.37606,,,complete,0.04081632653061224,132.957397,0.37606,
complete_n50_seed222,50,1225,49,5,9.0,49,96.0,60759.0,123.0,123.0,7.5,0,4,1.0,9.0,0.833333,109.336207,0.448159,,,complete,0.04,109.336207,0.448159,
complete_unit_n20,20,190,190,1,1.0,190,0.0,190.0,190.0,19.0,1.0,0,0,10.0,1.0,1.0,400.0,0.475,,,complete_unit,1.0,400.0,0.475,
complete_unit_n20,20,190,19,2,3.0,19,90.0,190.0,19.0,19.0,2.0,0,0,1.0,3.0,0.666667,89.442719,0.212426,,,complete_unit,0.1,89.442719,0.212426,
complete_unit_n20,20,190,19,3,5.0,19,90.0,190.0,19.0,19.0,2.0,0,0,1.0,5.0,0.4,54.288352,0.349983,,,complete_unit,0.1,54.288352,0.349983,
complete_unit_n20,20,190,19,4,7.0,19,90.0,190.0,19.0,19.0,2.0,0,0,1.0,7.0,0.285714,42.294851,0.449227,,,complete_unit,0.1,42.294851,0.449227,
complete_unit_n20,20,190,19,5,9.0,19,90.0,190.0,19.0,19.0,2.0,0,0,1.0,9.0,0.222222,36.411284,0.521816,,,complete_unit,0.1,36.411284,0.521816,
complete_unit_n40,40,780,780,1,1.0,780,0.0,780.0,780.0,39.0,1.0,0,8,20.0,1.0,1.0,1600.0,0.4875,,,complete_unit,1.0,1600.0,0.4875,
complete_unit_n40,40,780,39,2,3.0,39,95.0,780.0,39.0,39.0,2.0,0,2,1.0,3.0,0.666667,252.982213,0.154161,,,complete_unit,0.05,252.982213,0.154161,
complete_unit_n40,40,780,39,3,5.0,39,95.0,780.0,39.0,39.0,2.0,0,2,1.0,5.0,0.4,136.798076,0.285092,,,complete_unit,0.05,136.798076,0.285092,
complete_unit_n40,40,780,39,4,7.0,39,95.0,780.0,39.0,39.0,2.0,0,2,1.0,7.0,0.285714,100.594674,0.387694,,,complete_unit,0.05,100.594674,0.387694,
complete_unit_n40,40,780,39,5,9.0,39,95.0,780.0,39.0,39.0,2.0,0,1,1.0,9.0,0.222222,83.651164,0.466222,,,complete_unit,0.05,83.651164,0.466222,
random_connected_sparse_n60_extra60_seed300,60,119,109,1,1.0,109,8.403361,6235.0,5354.0,1849.0,1.0,0,0,2.895619,1.0,1.0,3600.0,0.030278,,,random_sparse,0.9159663865546218,3600.0,0.030278,
random_connected_sparse_n60_extra60_seed300,60,119,65,2,3.0,65,45.378151,6235.0,2188.0,1849.0,2.881579,0,0,1.183342,3.0,0.960526,464.758002,0.139858,,,random_sparse,0.5462184873949579,464.758002,0.139858,
random_connected_sparse_n60_extra60_seed300,60,119,61,3,5.0,61,48.739496,6235.0,1974.0,1849.0,3.8,0,0,1.067604,5.0,0.76,234.892058,0.259694,,,random_sparse,0.5126050420168067,234.892058,0.259694,
random_connected_sparse_n60_extra60_seed300,60,119,59,4,7.0,59,50.420168,6235.0,1849.0,1849.0,6.542857,0,0,1.0,7.0,0.934694,166.989461,0.353316,,,random_sparse,0.4957983193277311,166.989461,0.353316,
random_connected_sparse_n60_extra60_seed300,60,119,59,5,9.0,59,50.420168,6235.0,1849.0,1849.0,6.542857,0,0,1.0,9.0,0.726984,136.075989,0.433581,,,random_sparse,0.4957983193277311,136.075989,0.433581,
random_connected_sparse_n100_extra100_seed301,100,199,191,1,1.0,191,4.020101,9444.0,8850.0,2584.0,1.0,0,1,3.424923,1.0,1.0,10000.0,0.0191,,,random_sparse,0.9597989949748744,10000.0,0.0191,
random_connected_sparse_n100_extra100_seed301,100,199,124,2,3.0,124,37.688442,9444.0,4025.0,2584.0,2.934211,0,1,1.557663,3.0,0.97807,1000.0,0.124,,,random_sparse,0.6231155778894473,1000.0,0.124,
random_connected_sparse_n100_extra100_seed301,100,199,105,3,5.0,105,47.236181,9444.0,2913.0,2584.0,5.0,0,1,1.127322,5.0,1.0,464.158883,0.226216,,,random_sparse,0.5276381909547738,464.158883,0.226216,
random_connected_sparse_n100_extra100_seed301,100,199,100,4,7.0,100,49.748744,9444.0,2631.0,2584.0,5.923077,0,0,1.018189,7.0,0.846154,316.227766,0.316228,,,random_sparse,0.5025125628140703,316.227766,0.316228,
random_connected_sparse_n100_extra100_seed301,100,199,99,5,9.0,99,50.251256,9444.0,2584.0,2584.0,7.510638,0,0,1.0,9.0,0.834515,251.188643,0.394126,,,random_sparse,0.49748743718592964,251.188643,0.394126,
random_connected_sparse_n150_extra150_seed302,150,299,290,1,1.0,290,3.010033,15518.0,14815.0,4712.0,1.0,0,3,3.1441,1.0,1.0,22500.0,0.012889,,,random_sparse,0.9698996655518395,22500.0,0.012889,
random_connected_sparse_n150_extra150_seed302,150,299,192,2,3.0,192,35.785953,15518.0,7383.0,4712.0,2.97561,0,2,1.566851,3.0,0.99187,1837.117307,0.104512,,,random_sparse,0.6421404682274248,1837.117307,0.104512,
random_connected_sparse_n150_extra150_seed302,150,299,165,3,5.0,165,44.816054,15518.0,5687.0,4712.0,4.880952,0,2,1.206919,5.0,0.97619,796.993927,0.207028,,,random_sparse,0.5518394648829431,796.993927,0.207028,
random_connected_sparse_n150_extra150_seed302,150,299,154,4,7.0,154,48.494983,15518.0,4947.0,4712.0,6.511628,0,4,1.049873,7.0,0.930233,524.945327,0.293364,,,random_sparse,0.5150501672240803,524.945327,0.293364,
random_connected_sparse_n150_extra150_seed302,150,299,151,5,9.0,151,49.498328,15518.0,4795.0,4712.0,7.435897,0,2,1.017615,9.0,0.826211,408.610489,0.369545,,,random_sparse,0.5050167224080268,408.610489,0.369545,
random_connected_medium_n60_extra180_seed400,60,239,144,1,1.0,144,39.748954,12443.0,5100.0,921.0,1.0,0,1,5.537459,1.0,1.0,3600.0,0.04,,,random_medium,0.602510460251046,3600.0,0.04,
random_connected_medium_n60_extra180_seed400,60,239,68,2,3.0,68,71.548117,12443.0,1203.0,921.0,3.0,0,1,1.306189,3.0,1.0,464.758002,0.146313,,,random_medium,0.28451882845188287,464.758002,0.146313,
random_connected_medium_n60_extra180_seed400,60,239,60,3,5.0,60,74.895397,12443.0,946.0,921.0,4.611111,0,0,1.027144,5.0,0.922222,234.892058,0.255436,,,random_medium,0.2510460251046025,234.892058,0.255436,
random_connected_medium_n60_extra180_seed400,60,239,60,4,7.0,60,74.895397,12443.0,950.0,921.0,5.060606,0,1,1.031488,7.0,0.722944,166.989461,0.359304,,,random_medium,0.2510460251046025,166.989461,0.359304,
random_connected_medium_n60_extra180_seed400,60,239,59,5,9.0,59,75.313808,12443.0,921.0,921.0,7.413793,0,0,1.0,9.0,0.823755,136.075989,0.433581,,,random_medium,0.24686192468619247,136.075989,0.433581,
random_connected_medium_n100_extra300_seed401,100,399,290,1,1.0,290,27.318296,20343.0,11563.0,1557.0,1.0,0,6,7.426461,1.0,1.0,10000.0,0.029,,,random_medium,0.7268170426065163,10000.0,0.029,
random_connected_medium_n100_extra300_seed401,100,399,125,2,3.0,125,68.671679,20343.0,2411.0,1557.0,3.0,0,3,1.548491,3.0,1.0,1000.0,0.125,,,random_medium,0.3132832080200501,1000.0,0.125,
random_connected_medium_n100_extra300_seed401,100,399,107,3,5.0,107,73.182957,20343.0,1812.0,1557.0,4.939394,0,2,1.163776,5.0,0.987879,464.158883,0.230525,,,random_medium,0.2681704260651629,464.158883,0.230525,
random_connected_medium_n100_extra300_seed401,100,399,101,4,7.0,101,74.686717,20343.0,1622.0,1557.0,6.615385,0,2,1.041747,7.0,0.945055,316.227766,0.31939,,,random_medium,0.2531328320802005,316.227766,0.31939,
random_connected_medium_n100_extra300_seed401,100,399,99,5,9.0,99,75.18797,20343.0,1557.0,1557.0,7.771429,0,2,1.0,9.0,0.863492,251.188643,0.394126,,,random_medium,0.24812030075187969,251.188643,0.394126,
random_connected_medium_n150_extra450_seed402,150,599,423,1,1.0,423,29.382304,30562.0,16660.0,2336.0,1.0,0,11,7.131849,1.0,1.0,22500.0,0.0188,,,random_medium,0.7061769616026711,22500.0,0.0188,
random_connected_medium_n150_extra450_seed402,150,599,186,2,3.0,186,68.948247,30562.0,3375.0,2336.0,3.0,0,8,1.444777,3.0,1.0,1837.117307,0.101246,,,random_medium,0.3105175292153589,1837.117307,0.101246,
random_connected_medium_n150_extra450_seed402,150,599,158,3,5.0,158,73.622705,30562.0,2552.0,2336.0,4.935484,0,6,1.092466,5.0,0.987097,796.993927,0.198245,,,random_medium,0.2637729549248748,796.993927,0.198245,
random_connected_medium_n150_extra450_seed402,150,599,152,4,7.0,152,74.624374,30562.0,2403.0,2336.0,6.409091,0,6,1.028682,7.0,0.915584,524.945327,0.289554,,,random_medium,0.25375626043405675,524.945327,0.289554,
random_connected_medium_n150_extra450_seed402,150,599,150,5,9.0,150,74.958264,30562.0,2357.0,2336.0,8.518519,0,6,1.00899,9.0,0.946502,408.610489,0.367098,,,random_medium,0.25041736227045075,408.610489,0.367098,
random_connected_dense_n40_extra240_seed500,40,279,77,1,1.0,77,72.401434,14762.0,1504.0,405.0,1.0,0,1,3.71358,1.0,1.0,1600.0,0.048125,,,random_dense,0.27598566308243727,1600.0,0.048125,
random_connected_dense_n40_extra240_seed500,40,279,41,2,3.0,41,85.304659,14762.0,426.0,405.0,2.684211,0,0,1.051852,3.0,0.894737,252.982213,0.162067,,,random_dense,0.14695340501792115,252.982213,0.162067,
random_connected_dense_n40_extra240_seed500,40,279,39,3,5.0,39,86.021505,14762.0,405.0,405.0,3.272727,0,0,1.0,5.0,0.654545,136.798076,0.285092,,,random_dense,0.13978494623655913,136.798076,0.285092,
random_connected_dense_n40_extra240_seed500,40,279,39,4,7.0,39,86.021505,14762.0,405.0,405.0,3.272727,0,0,1.0,7.0,0.467532,100.594674,0.387694,,,random_dense,0.13978494623655913,100.594674,0.387694,
random_connected_dense_n40_extra240_seed500,40,279,39,5,9.0,39,86.021505,14762.0,405.0,405.0,3.272727,0,0,1.0,9.0,0.363636,83.651164,0.466222,,,random_dense,0.13978494623655913,83.651164,0.466222,
random_connected_dense_n60_extra360_seed501,60,419,142,1,1.0,142,66.109785,21352.0,2789.0,545.0,1.0,0,3,5.117431,1.0,1.0,3600.0,0.039444,,,random_dense,0.33890214797136037,3600.0,0.039444,
random_connected_dense_n60_extra360_seed501,60,419,69,2,3.0,69,83.53222,21352.0,687.0,545.0,3.0,0,2,1.26055,3.0,1.0,464.758002,0.148464,,,random_dense,0.16467780429594273,464.758002,0.148464,
random_connected_dense_n60_extra360_seed501,60,419,61,3,5.0,61,85.441527,21352.0,570.0,545.0,4.5,0,1,1.045872,5.0,0.9,234.892058,0.259694,,,random_dense,0.14558472553699284,234.892058,0.259694,
random_connected_dense_n60_extra360_seed501,60,419,59,4,7.0,59,85.918854,21352.0,545.0,545.0,5.538462,0,1,1.0,7.0,0.791209,166.989461,0.353316,,,random_dense,0.14081145584725538,166.989461,0.353316,
random_connected_dense_n60_extra360_seed501,60,419,59,5,9.0,59,85.918854,21352.0,545.0,545.0,5.538462,0,1,1.0,9.0,0.615385,136.075989,0.433581,,,random_dense,0.14081145584725538,136.075989,0.433581,
random_connected_dense_n80_extra480_seed502,80,559,198,1,1.0,198,64.579606,27903.0,4089.0,720.0,1.0,0,5,5.679167,1.0,1.0,6400.0,0.030938,,,random_dense,0.3542039355992844,6400.0,0.030938,
random_connected_dense_n80_extra480_seed502,80,559,91,2,3.0,91,83.72093,27903.0,880.0,720.0,2.947368,0,4,1.222222,3.0,0.982456,715.541753,0.127176,,,random_dense,0.16279069767441862,715.541753,0.127176,
random_connected_dense_n80_extra480_seed502,80,559,81,3,5.0,81,85.509839,27903.0,748.0,720.0,4.9,0,3,1.038889,5.0,0.98,344.70955,0.23498,,,random_dense,0.1449016100178891,344.70955,0.23498,
random_connected_dense_n80_extra480_seed502,80,559,79,4,7.0,79,85.867621,27903.0,720.0,720.0,5.083333,0,3,1.0,7.0,0.72619,239.255805,0.330191,,,random_dense,0.1413237924865832,239.255805,0.330191,
random_connected_dense_n80_extra480_seed502,80,559,79,5,9.0,79,85.867621,27903.0,720.0,720.0,5.083333,0,3,1.0,9.0,0.564815,192.179909,0.411073,,,random_dense,0.1413237924865832,192.179909,0.411073,
random_connected_dense_n100_extra600_seed503,100,699,274,1,1.0,274,60.801144,35096.0,5911.0,885.0,1.0,0,10,6.679096,1.0,1.0,10000.0,0.0274,,,random_dense,0.39198855507868385,10000.0,0.0274,
random_connected_dense_n100_extra600_seed503,100,699,123,2,3.0,123,82.403433,35096.0,1283.0,885.0,2.944444,0,7,1.449718,3.0,0.981481,1000.0,0.123,,,random_dense,0.1759656652360515,1000.0,0.123,
random_connected_dense_n100_extra600_seed503,100,699,104,3,5.0,104,85.121602,35096.0,970.0,885.0,4.833333,0,5,1.096045,5.0,0.966667,464.158883,0.224061,,,random_dense,0.14878397711015737,464.158883,0.224061,
random_connected_dense_n100_extra600_seed503,100,699,100,4,7.0,100,85.693848,35096.0,896.0,885.0,5.73913,0,6,1.012429,7.0,0.819876,316.227766,0.316228,,,random_dense,0.1430615164520744,316.227766,0.316228,
random_connected_dense_n100_extra600_seed503,100,699,99,5,9.0,99,85.83691,35096.0,885.0,885.0,8.785714,0,6,1.0,9.0,0.97619,251.188643,0.394126,,,random_dense,0.14163090128755365,251.188643,0.394126,
grid_8x8_unit_seed600,64,112,112,1,1.0,112,0.0,112.0,112.0,63.0,1.0,0,0,1.777778,1.0,1.0,4096.0,0.027344,,,grid_planar,1.0,4096.0,0.027344,
grid_8x8_unit_seed600,64,112,86,2,3.0,86,23.214286,112.0,86.0,63.0,3.0,0,0,1.365079,3.0,1.0,512.0,0.167969,126.0,0.68254,grid_planar,0.7678571428571429,512.0,0.167969,0.68254
grid_8x8_unit_seed600,64,112,77,3,5.0,77,31.25,112.0,77.0,63.0,5.0,0,0,1.222222,5.0,1.0,256.0,0.300781,94.5,0.814815,grid_planar,0.6875,256.0,0.300781,0.814815
grid_8x8_unit_seed600,64,112,71,4,7.0,71,36.607143,112.0,71.0,63.0,7.0,0,0,1.126984,7.0,1.0,181.019336,0.392223,84.0,0.845238,grid_planar,0.6339285714285714,181.019336,0.392223,0.845238
grid_8x8_unit_seed600,64,112,71,5,9.0,71,36.607143,112.0,71.0,63.0,7.0,0,0,1.126984,9.0,0.777778,147.033389,0.482884,78.75,0.901587,grid_planar,0.6339285714285714,147.033389,0.482884,0.901587
grid_10x10_weighted_seed601,100,180,164,1,1.0,164,8.888889,8676.0,7370.0,2766.0,1.0,0,0,2.664497,1.0,1.0,10000.0,0.0164,,,grid_planar,0.9111111111111111,10000.0,0.0164,
grid_10x10_weighted_seed601,100,180,113,2,3.0,113,37.222222,8676.0,3756.0,2766.0,2.862069,0,0,1.357918,3.0,0.954023,1000.0,0.113,198.0,0.570707,grid_planar,0.6277777777777778,1000.0,0.113,0.570707
grid_10x10_weighted_seed601,100,180,104,3,5.0,104,42.222222,8676.0,3111.0,2766.0,4.107527,0,0,1.124729,5.0,0.821505,464.158883,0.224061,148.5,0.700337,grid_planar,0.5777777777777777,464.158883,0.224061,0.700337
